__label__positive , 蒙牛 很 牛
__label__negative , 你 小心 了 蒙牛 惹 不起 啊
__label__negative , 蒙牛 牛  你 果然 是 个 傻逼  ps 你 不冷 啊  还 短裤 咯
__label__negative , 蒙牛 伊利 绝对 没问题 有 问题 的 是 刁民
__label__negative , 很 难 喝 不如 蒙牛 的 奶特 美 图 秀秀iphone 版
__label__negative , 蒙牛 不能 喝 吓 死 我 了 我 终生 都 不会 改变 对 蒙牛 的 印象 了 发 指 阿  太 无耻 了
__label__negative , 鄙 视蒙 牛蒙牛 旗下 的 牛奶 我 已经 抵制 很 久 了
__label__negative , 我们 都 是 从小 被 蒙牛践 踏 过 苦 逼 长大 的 孩子
__label__negative ,  加错 位置 了 抵制 蒙牛 很多 年
__label__negative , 这 也 太 恶心 了  蒙牛 啊  帮 转  必须 给 答案
__label__negative , 三元 最近 很 受伤 啊 继 蒙牛 后 要 曝光 三元 了 么
__label__negative , 哎  蒙牛 伊利 坚决 不喝 好久 了 继续 坚持  牛 逼
__label__negative , 我 表示 没信心 倒闭 了 更 好  特别 是 蒙牛 伊利
__label__negative , 中国 奶业 的 悲催  不喝 蒙牛 很多 年
__label__negative , 蒙牛 就 是 没错 是 专家 和 外籍 人士 没理解 到位
__label__negative , 蒙牛 你 真 牛  面对 变质 牛 奶生 蛆 还 敢 猖狂 叫 嚣
__label__negative , 抵制 国内 大 奶 企业 特别 是 蒙牛 及 伊利 为了 你 我 为了 子孙 抵 制无良 大 奶企 卫生部 不讲 卫生
__label__negative , 回复 蒙牛 反应 很快 可 我 是 个 反应 慢 的 还是 不敢 喝  新蒙牛 新 变化 这个 理论 看 不懂 反正 认 牌子 不认 包装 蒙牛 不敢 喝 了
__label__negative , 太 恐怖 晕  相比 起蒙 牛卖 毛 钱 的 小牛 奶冰棍 卫生 不合格 这种 高价 低质 的 烂 品牌 更 坑人 吧 坚决 不再 吃 了
__label__negative , 还 好 从来 不爱 蒙牛 不知 为啥 一直 不太 喜欢 拒绝 蒙牛 阿  小山 搬 大山 压力 山 大  多多 保重
__label__negative , 中国 的 奶业 有 几 家 能 信赖 的 我 已经 接近 一 年 没有 购买 蒙牛 的 任何 产品 抵制 蒙牛 从 自己 做 起  今天 你 让 蒙牛 活 下去 明天 它 毒 死 你 孩子 拒绝 蒙 牛  比 拒绝 日货 更 重要
__label__negative , 鞋 油儿 回复 说 的 好  蒙 牛null 别人 开 微博 用 来 宣传 公司 形象 蒙牛 开 微博 用 来 掩饰 犯罪 事实 一个 从来 不承认 错误 的 企业 一个 专门 坑 中国 人 的 企业 蒙牛 去 你妈 的
__label__negative , 中国 真有 恬不知耻 的 无良 企业 和 人 比如 蒙 牛 我 去 你 妈  你 还 好意思 吗 只能 说国人忍 耐 真 足够 啊  草 泥马 现在 开始 广告 打 亲情 牌 了 看见 这么 不要 脸 的 人 老子 真 想 把 你 妈 摔 了 操 
__label__negative , 大家 小心 吧 蒙牛 的 产品 质量 真是 令人堪忧 
__label__negative , 借 蒙牛 的 袋子 背 两 天 不会 被 老师 吐槽 吧 ＝  ＝
__label__negative , 半夜 被 痒醒 了 发现 自己 一 脸 的 包  脸肿 的 不行 这 是 过敏 了 吧  是 睡觉 之前 的 蒙牛 牛奶 有 问题 还是 樱花 的 泡芙 有 问题 咧 我 是 现在 去 挂急 诊  还是 等 天亮 咧  好 烦躁 啊 我 要 崩溃 了
__label__negative , 珍惜 生命  远 离蒙牛 擦 汉奸 拒绝 蒙牛 什么 玩意
__label__negative , 太 不靠谱 了 被 黑 的 总是 蒙牛 肯定 伊利干 的
__label__negative , 除了 蒙牛 银行 的 这种 新闻 我 也 懒得说 脏话 了
__label__negative , 还 来  别 骗人 了 做人 如 做事 抵制 蒙牛 和 抵制 牛根生 相关 的 其他 产业 可以 同时 进行 并 不冲突 回复 貌似 蒙牛 被 中 粮 全部 控股 了 吧 不管 牛根生 什么 事吧
__label__negative , 抵制 蒙牛 不负 责任 的 企业 留 之 何 用
__label__negative , 对  不买 蒙牛 那 也 不买 蒙牛
__label__negative , 有 病吧 继续 买 伊利  说明 蒙牛 比 卖 切糕 的 都 黑 么 脑子 装满 了 切糕  蒙牛 的 公关 脑子 有 坑 啊
__label__negative , 嗯 我 一般 也 不会 抵制 一个 企业 除了 蒙牛 这样 扶 不上 墙 的 垃圾  戴尔 暂时 从 黑名单 里 捞 出来 看看 效果
__label__negative , 中粮 董事长 蒙牛 若 再现 质量 问题 市场 将 不会 饶恕 全文 分享 自 
__label__negative , 以后 渴 死 也 不喝 蒙牛 了 只 给 仇 家 送 蒙牛 这 玩意儿 太 毒 了 我 觉得 举 重运动员 降 体重 的 时候 可以 用
__label__negative , 蒙牛 该 产品 保质期 内 变酸 变臭 喝 到 真 恶心 投诉 处理 拖拉 并且 其中 一 名 女 业务员 态度 极其 恶劣  原来 还 不相信 蒙牛 会 这样 现在 亲身 经历 才 知道 是 有 多 无奈 以后 再 也 不买 蒙牛 啦
__label__negative , 本来 就 是 一 坨 屎 现在 这 屎 上 还 盘旋 着 一直 苍蝇 蒙牛 彻底 哈哈 没错 本来 就 抵制 蒙牛 再 请 个 染 香 做 说 客  更加 抵制 了 蒙牛 企划部 就 一 帮 脑 残  请 攻 关  这 下 彻底 玩 完 了
__label__negative , 买 了 一个 蒙牛 香雪杯 吃 出来 一个 东西 仔细 一 看 是 指甲 恶心 死 了  蒙 牛尼玛太 坑人 了
__label__negative , 制度 软弱 企业 无良  蒙牛 业绩 下滑 怪罪 负面 报道 为 哪般 分享 自环 球 网 
__label__negative , 去 死 吧 垃圾 食品 企业 一 徐福记  蒙牛 双汇
__label__negative , 蒙牛 自证  比 切糕 更 坑爹 的 是 蒙牛
__label__negative , 珍爱 生命 远离 蒙牛 连 晚餐 也 不放过
__label__negative , 一直 都 说 再 也 不喝 蒙牛 家 的 牛奶 了 就 连 飞机 上 看到 蒙牛 的 酸奶 都 很 冷静 地 拒绝 吃 它 了 结果 还是 在 办公室 里 看到 免费 的 特仑苏 而 沦陷 了 我 是 个 木 有 节操 的 消费者 鄙视 一下 我 自己
__label__negative , 你 妈逼 你 天天 打 广告 最近 不喝 蒙 牛 了 臭 傻 逼
__label__negative , 坑爹 的 蒙牛
__label__negative , 劝 蒙牛 转 行  这 年 头 还 吃 蒙牛 是 自 寻 死路 好久 不吃 蒙 牛 了 对 蒙牛 早 放弃 了 抵制
__label__negative , 好 恶心 啊  还 好 我 不喝 蒙牛 的  特仑苏 更 不喝 的
__label__negative , 誓 死 不买 蒙牛 和 伊利 的 任何 产品 搞 垮 他们
__label__negative , 望蒙牛 伊利 杀入 国际 市场 也 定 坑爹 价 ▽
__label__negative , 今天 才 知道 特仑苏 是 蒙牛 的 丢 脸 了 丢 脸 了
__label__negative , 坚决 抵制 傻 比话 抵制 蒙牛
__label__negative , 蒙牛 悲剧 本来 瞌 睡 的 一 笑 就 延迟 了
__label__negative , 这 是 以前 作假 的 代价 蒙牛 就 是 不要 脸 
__label__negative , 尼玛  以后 打 死 不喝 蒙牛 伊利 咋 没检测 出 
__label__negative , 蒙牛 一 经理 篡改 生产 日期 被 抓
__label__negative , 这样 的 傻逼 企业 怎么 就 不倒闭 呢 抵制 蒙牛
__label__negative , 已经 对 蒙牛 这个 不负责 之 国企 彻底 失望 了
__label__negative , 珍惜 生命  远 离蒙牛 纯 牛奶 是 商业 欺诈
__label__negative , 现在 还 买 蒙牛 证明 这 家长 对 孩子 极端 不负 责任 那 就 曝 一下 已经 放弃 蒙牛 的 任何 产品 了
__label__negative , 蒙牛 不好喝
__label__negative , 蒙牛 篡改 生产 日期 哈尔滨 大桥 垮塌 悲哀 啊
__label__negative , 蒙牛 悲剧 了
__label__negative , 远离 蒙牛
__label__negative , 蒙牛 该 倒闭 蒙牛 去 死吧
__label__negative , 蒙牛 去 死吧
__label__negative , 我 也 早就 不买 蒙牛 伊利 了  早 就 把 蒙牛 抛弃 了 伊利 也 是 最 无耻 的 就 是 蒙牛 求 抵制
__label__negative , 恶心 的 蒙牛
__label__negative , 垃圾 蒙牛
__label__negative , 脑残 喝 蒙牛
__label__negative , 蒙牛 看 你 还 敢 喝 吗 打 死 以后 都 不喝 蒙 牛 了
__label__negative , 蒙牛 傻 逼 了
__label__negative , 中间 看到 蒙牛 的 广告 太 恶心 了 浙江 卫视 真sb
__label__negative , 蒙牛 臭 傻 逼
__label__negative ,  喊 抵制 日货 的 傻逼 们 你们 今天 的 蒙牛 喝 了 吗
__label__negative , 以为 换 个 马甲 别人 就 不认识 了 坚决 不买 蒙牛
__label__negative , 以后 都 不喝 什么 伊利 蒙牛 现在 听到 都 想 作 呕
__label__negative , 蒙牛  呸
__label__negative , 丽华 居然 配 的 蒙牛 的 酸奶 喝 不喝 好 呢 纠结
__label__negative , 不是 所有 虫子 都 叫 特仑 苏  啊  好 恶心 恶心 死 了 蒙牛 恶心 虫子 更 恶心 对 着 虫 子 撸 的 最 恶心 我 擦 这 两 天 都 在 喝 这个 再 也 不买 了
__label__negative , 从 去年 开始 就 不再 买 蒙牛 的 任何 产品 了 恶心 死 了  真 恶心 啊 大家 以后 别 买 蒙 牛 了
__label__negative , 失败 奶酪 我 不该 买 蒙牛 的 我 做 的 鸡肉 焗 土 豆泥 失败 了 原料 用 错不过 唯一 欣慰 的 是 土 豆泥 好吃
__label__negative , 我 已经 很 久 不喝 蒙 牛奶 了 接 二 连 三 的 质量 问题 让 我 无法 去 信任 它  所以 现在 我 只 买 伊利 牛奶
__label__negative , 中国 的 奶制品 企业 可能 将 全军 复灭 蒙牛 回应 过期 奶 不道歉 遭 质疑
__label__negative , 那天 我 不想 活 了 蒙牛 的 黄曲 霉毒 素奶 我 一定 喝  价格 低 毒性 强  死 得 快  自杀 也 要 经济 实惠 高 效率 蒙牛 的 存在  使 广大 自杀 倾向 人士 有 了 比 敌敌畏 老鼠 药 更 人性化 的 选择
__label__negative , 今天 下午 商业 中心 看到 这 只 绿色 的 蒙牛 我 就 像 发现 新 大陆 一样 大 喊 大 叫 完 了 之后 身边 那些 派传单 的 帅 锅 告诉 我 这 是 驴 不是 蒙牛 但 我 死 活不信 他 真的 长 得 跟 蒙牛 一样样 啊  难 不成 蒙 牛牛 奶打 广告 都 会 欺骗 观众 嚒  我 不信 我 不信 他 就 是 蒙牛 我 心目 中 的 绿蒙牛
__label__negative , 这 帮 评委 蒙牛 喝 多 了 吧 不会 吧
__label__negative , 不买 他 俩 好像 都 有 一 年 多 了 阿  也 就 便宜 光明 了 估计 半 斤 八 两 大家 都 很 纳 闷  为什么 我 要 一味 抵制 蒙牛 说 蒙牛 坏话 我 只能 说 没有 消费 就 没有 买卖 从 小事 做 起 从 自己 做 起 
__label__negative , 蒙牛 广告 太 恶心 公然 撒 谎 
__label__negative , 无良 蒙牛 会 遭 报应 的 无
__label__negative , 造假 也 得 有点 专业 精神 啊  蒙牛 伊利 绝不 买
__label__negative , 造假 都 不专业 号 蒙牛 你 怎么 看 
__label__negative , 喝 蒙 牛伊利 自杀 果断 投诉  投诉
__label__negative , 抵制 日货 抵制 蒙牛 狗日 的 蒙牛 靠 你妹 倒 找 钱 也 不喝 蒙牛
__label__negative , huab  换 马甲 就 不认识 你 了  听见 蒙牛 就 想 吐
__label__negative , 已 多年 不买 蒙牛 伊利 以后 也 不会 买
__label__negative , 危机 公关 二 牛根生 万言书 被 抨击 在 公众 已经 不信任 蒙牛 不知情 的 情况 下  蒙牛 最 明智 的 做法 应该 是 短期 内 放弃 或者 淡化 这 一 论 调 把 话题 重点 转移 到 善后 和 检测 上 而 不是 谈及 三聚氰胺 就 说 不知情 这 反而 是 在 时刻 提醒 消费者 蒙牛 在 推卸 责任  所谓 欲盖 弥彰 正是 如此
__label__negative , 三毛 说 不该 看 的 不看 有人 总 喜欢 相信 免费 午餐 牛奶 还 不是 蒙牛 太 不要 脸 了 童话 一样 的 敌对 势力
__label__negative , 多年 以后 二 料 玩具 蒙牛 牛奶 还 在 那里 不离 不去 详情
__label__negative , 刘某某 还 最佳 ep 呵 呵 可笑 对 你们 太 失望 了 保护 钓鱼 岛  拒绝 蒙牛
__label__negative , 刚刚 喝 了 口 我 娘 强行 塞 给 我 的 蒙牛益 优特 心里 好 忐忑 啊  不会 有 生命 危险 吧 蒙牛 蒙牛
__label__negative , 蒙牛 我 真是 无力 吐槽 了 今天 买 了 瓶 升装 的 蒙牛 鲜奶 是 有瓶口 的 那种 可以 盖 上 前提 是 因为 光明 同 款 的 卖 光 了 我 无奈 才 选择 无蒙牛 结果 依然 让 很 失望  侧 倒 放置 在 冰箱 里 居然 是 漏 的 瓶盖 不密封 不管 以前 牛奶 怎么样 居然 连 包装 都 这么 差  以后 再 也 不会 买
__label__negative , 蒙牛 甚于 切糕 唯利 是 图 做 烂 产品 毒害人 的 烂 公司 自然 不可能 懂得 公共 关系 的 真谛 是 以 公众 利益 为 依 归  脑袋 被 驴踢 了 才 能 想到 这个 蒙牛 真 是 我 见 过 的 拥有 最 烂 公关 团队 的 公司 这 是 指 危害 程度 吗
__label__negative , 鄙 视蒙牛 鄙视 中 粮 鄙 视宁 高宁
__label__negative , 到 超市 买 益力 多 发现 下 架 了 傻 逼 啊 抵制 日货  只有 这个 蒙牛 的 优益 什么 的 第一 次 见  这么 巧  这 蒙牛 的  能 喝 吗  草 泥马 的 抵制 蒙牛 我 在
__label__negative , 坚持 抵制 蒙牛 很 容易 坚持 远离 胶囊 不容易 夏天 的 时候 发现 藿香 正气 液 苦 的 好销 魂 
__label__negative , 不要 脸到 极点 我 日 蒙牛 你 是 真 不要 脸 到 家 了  正 能量 我 靠 你 也 好意思 说 正 能量
__label__negative , 伊利 袋 装 奶 完全 变味 了 它 是 怎么 了 是 我 买 到 变质 的 了 吗 受 不了 了 跟 蒙牛 一样 不买 了 以后
__label__negative , 可笑 牧民 党代表 蒙 牛伊利 没毛病 问题 出 在 源头 分享 自 
__label__negative , 回复 蒙牛 有毒 除非 你 得罪 我 了 不然 不会 下狠手 的 下次 搞 个 蒙牛 的 就 行 了
__label__negative , 真 恶心 现在 这 蒙牛 真心 不行 蛋白质 忒 高
__label__negative , 蒙牛么 递进 得 好 悲凉
__label__negative , 一 刹 那 间 有 种 原谅 以前 蒙牛 欺骗 我们 的 冲动
__label__negative , 居然 是 蒙牛 我 是 不喝 呢  还是 不喝 呢
__label__negative , 家电 蒙牛 万恶 的 黑心 企业 可 恶 的 黑心 美 的  求 转发
__label__negative , 除了 蒙牛 牛奶 还有 难以 置信 的 难 吃 的 中餐
__label__negative , 蒙牛 的 奶  不敢 喝  这 是 要 毒 死 我们 灭口
__label__negative , 苦逼 的 天天 喝 蒙牛 不喝 没人 喝  好几 箱 呢
__label__negative , 反正 蒙牛 就 是 个 垃圾 早 就 不喝 内蒙 奶 了
__label__negative , 真 不真 还 重要 吗 蒙牛 早已 是 过街 老鼠 了
__label__negative , 珍惜 生命  远 离蒙牛 珍惜 生命 远离 蒙牛
__label__negative , 蒙牛 篡改 生产 日期 珍爱 生命 远离 蒙牛
__label__negative , 蒙牛 加个 a 会 死 啊  英语 不好害 死人 哪
__label__negative , 希望 有 良心 的 企业 能 更 好 发展 像 什么 蒙牛 伊利 之 流 的 败类 快点 彻底 倒闭 算 了 最 好 永不得 超生
__label__negative , 虽说 我 根本 不在乎 这 什么 伊利 蒙牛 长富 三元 的 好喝 喝 不死 就 行  今 晚口渴 才 刚 跟 同学 拿 了 瓶 喝 可 你 蒙牛 特么 太 坑 了 把 找 了 这么 多 五 毛 来 黑 博主 搞 啥 当 我们 白痴 大 企业 坦坦荡荡咯  像 你 现在 这样 谁 敢 信 你 谁 能 相信 一个 为 达目 的 不择手段 的 企业
__label__negative , 蒙 牛奶 喝 不得 连 喝 两 天 我 就 啦 肚子 了 超级 不舒服 黑心 蒙 牛  去 死去 死 
__label__negative , 内 老家 农村 里面 看到 过期 的 蒙牛 伊利 产品 一 堆 没良心 的 东西 坑爹 啊 
__label__negative , 牛奶 只 喝 广东 品牌 燕塘 和 香 满 楼  伊利 蒙牛 从来 不喝  想 不明白 这种 没良心 的 企业 为何 还 未 倒闭
__label__negative , 回复 我 觉得 似 鸡蛋 广告 多 d 认住 呢 只 鸡 本质 有 保证 蒙 牛null 请 饮用 蒙牛 牌 纯牛 奶
__label__negative , 不会 是 蒙牛 干 的 吧  严惩 真 凶 
__label__negative , 蒙牛 伊利 的 耻辱 国内 食品 行业 的 耻辱
__label__negative , 新蒙牛 新 变化 换 汤 不换药 加料 不加 价
__label__negative , 抵制 蒙牛 香港 变态 太 伤 人 了 永远 抵制 蒙牛 换 脸 不如 换心 换上 马甲 依然 蒙人 最 牛  实在 没意思 出 了 太 多 太 多 问题 早已 把 消费者 的 信任 和 耐心 消耗 殆尽 理智 抵制 蒙牛
__label__negative , 坚决 不买 对 蒙牛 只 有 一个 态度 不买 
__label__negative , 现在 买 牛奶 已经 不选择 蒙牛 蒙牛 回应 过期 奶 不道歉 遭 质疑
__label__negative , md 早上 刚 喝 了 一 袋 蒙牛 早餐 奶  就 看见 这个 让 不让 活 了 还 你们 说 说 这 怎么 让 别人 喝 刚 吃 完 早点 看 这个 恶心 想 吐 再 也 不支持 蒙牛 了
__label__negative , 在 蒙牛 第一 次 出 问题 之后 我 就 拒绝 它 了 后来 它 第二 次 出 问题 这 就 是 消费者 惯 的 现在 第二 次 出 问题 之后 还 继续 喝 蒙牛 太 不明智 了 坚决 抵制 吧 死磕 到底
__label__negative , 好  自打 第一 次 出事 我 就 拒绝 蒙牛 和 伊利 不管 对方 怎样 痛心 要 悔改 不想 纵容 他们 犯错
__label__negative , 真是 太 缺心 眼儿 了  意思 是 蒙牛 比 切糕 还 黑 比 切糕 还重  比 切糕 还 贵
__label__negative , 速度 扩散  蒙牛 比 切糕 更 坑爹 oyeah
__label__negative , 竟然 不喝 蒙牛 又 是 一个 喝 假药 自杀 的 这 时 要 感谢 假药 吧 年轻人 珍惜 生命
__label__negative , 话 说 历届 标王 中 秦池 爱 多 已 倒闭  步步 高 垂 危 蒙牛 拼 爹应 对 品牌 危机 标王 还是 彪王呃
__label__negative , 我 就 是 喝 着 三 鹿 牛奶 长大 滴  哎  真 可惜 怀念 三鹿 蒙牛 恶心 的 事情 也 不少 怎么 还 活 着
__label__negative , 遐想 了 我 考 很 久 不喝 蒙 牛 了
__label__negative , 腾空  我 操 你 妹夫 超速 ％ 要 扣 分罚 还要 吊销 驾驶证 脑子 进水 还是 过期 蒙牛 喝 多 了 啊 
__label__negative , 回复 不喝 雀巢 就 没什么 喝 了 不喝 蒙 牛  就 喝 雀巢
__label__negative , 投诉
__label__negative , 蒙牛 啊  我 可以 不上 你 的 课 吗 太 无聊 了
__label__negative , 哎 我 现在 连 伊利蒙牛 也 都 不敢 喝 了
__label__negative , 没牛奶 了 只能 吃 蒙 牛毒 死 自己 啦 悲剧
__label__negative , 不把 蒙牛 黑 破产 了 外国 奶 是 不会 死心 的
__label__negative , 抵制 蒙牛 从来 不喝 蒙牛 的 产品
__label__negative ,  扯 历第 天 我 可 没有 阿丁哥 那么 思文  我 想骂 人 了 就 拿 你们 开刀 不要 脸 的 第114 天 卑鄙无耻 的 一 群 败类 坑爹 的 蒙牛 残害 孩子 的 代言人
__label__negative , 呼吁 广大 想 自杀 的 朋友  请 认准 蒙牛 商标 堪称 现代 版  砒霜 谨 防 假冒 效果 看得见
__label__negative , 大家 注意 啦 我们 很 信赖 的 蒙牛频 频出 问题 昨晚 蒙牛 双层 果酪 竟然 吃 到 了 塑料片 太 恶心 了
__label__negative , 现在 看 丁俊晖 打球 真是 憋屈 难受 啊  还有 就 是 他 佩戴 的 蒙牛 那个 徽标 看 了 尤其 让 人 难受
__label__negative , 蒙牛 不是  牛  是  瘤 无 耻无良 的 道歉 并 谢罪 坚持 每天 一 喊 为 你们 的 顾客 健康 负责 珍惜 生命 远离 蒙牛
__label__negative , 兄弟 对 这 事 我 是 在 等 着 看 刑法 如何 落地 现在 不是 在 考量 蒙牛 是 考量 中国 的 法制化 建设 是否 真实 对 国人 而言 蒙牛 这种 企业 还 能 存活 是 很 可笑 很 悲哀 的
__label__negative , 一直 都 不喜欢 蒙牛 再次 鄙视 蒙牛 你 真 贱 我 从不 喝牛奶 是 因为 我 不喜欢 牛奶 的 味道 以后 更 更 不想 看到 蒙牛 牛奶 因为 你 让 我 恶心
__label__negative , 又 一 文盲 去  如 史 上 最 难 吃 提拉米 苏  还 不去 蒙牛 大 奶砖
__label__negative , 蒙牛 就 是 一 只 撒 谎 的 牛  蒙牛 业绩 下滑 为何 怪 负面 报道
__label__negative , 日本 企业 是 合资 蒙牛 是 国企 抵制 日货 有 困难 抵制 蒙牛 应该 没那么 难 吧
__label__negative , 早就 不喝 牛奶 了 抵制 无良 企业 抵制 蒙牛 从 我 做 起 
__label__negative , 不喝 蒙牛 喝 伊利 喝 高 钙 低 脂 的 减肥 痛苦
__label__negative , 蒙牛 的 东西 真心不能 喝 了 啊  好 恶心 恶心 死 了 蒙牛 恶心 虫子 更 恶心 对 着 虫 子 撸 的 最 恶心 我 擦 这 两 天 都 在 喝 这个 再 也 不买 了
__label__negative , 现在 基本 不喝 蒙 牛 了  昏 倒 
__label__negative , 伤 不起 的 蒙牛 伤 不起 的
__label__negative , 真悲 哀  泱泱 大国 连 牛奶 都 生产 不出来 还 拿 什么 能力 去 和 日本 的 科技 能力 去 竞争 呢 悲哀 啊  抵制 日货 有 困难 抵制 蒙牛 应该 没那么 难 吧
__label__negative , 没有 变质 是 因为 防腐剂 多吧 牛尿 是 不是 也 有 啊 还有 你们 肿 么 确定 的 消费者 的 名单 赔偿 多少 啊  是 两箱 没有 过期 的 蒙牛么  别 太 扯 小心 你们 蛋疼
__label__negative , 抵制 蒙牛 换 皮 是 没用 的 坚决 抵制
__label__negative , 悲剧 蒙牛 没文化 真 可怕
__label__negative , 很 久 不喝 蒙 牛 了 因为 牛奶 不是 白 的 了
__label__negative , 黑心 企业 大家 就 应该 联起 手 来 不买 他们 东西  我 就 很 奇怪  为什么 双汇 蒙牛 等 企业 一再 出 问题 不告 他们 就算 了 居然 还 有人 买 他们 的 产品 这 不是 养虎 为 患 吗
__label__negative , 好  不买 不买 蒙牛
__label__negative , 蒙牛 是 有 多 黑 心 蒙牛 又 沦陷 了
__label__negative , 用法 没有 错 啊 事实 就 是 英文 有 误  只是 蒙牛 觉得 丢 脸 拒 不承认 就 好像 自身 的 质量 问题 发生 了 但是 不承认 蒙牛 的 公关 部门 存在 的 意义 就 在于 否认 问题 的 存在 么 还 好 国外 人民 不怎么 知道 这 牌子 所以 这 英文 标语 意义 也 不大
__label__negative , 在 中国 作假 没有 惩罚 没有 损失 找到 靠山 就 ok 蒙牛 也 是 如此  前脚 高调 惩罚 后 脚 低调 提拔 如此 下去 希望 在 哪里 现在 终于 有 了
__label__negative , 拒绝 蒙牛 蒙牛 不是  牛  是  瘤 无 耻无良 的 道歉 并 谢罪 坚持 每天 一 喊 为 你们 的 顾客 健康 负责 珍惜 生命 远离 蒙牛
__label__negative , 一 系列 的 丑闻 表明 蒙牛 的 管理层 素质 太 差  公司 治理 混乱 消费者 应 拒绝 购买 其 产品
__label__negative , 想 强状 喝 蒙牛 后 健美童 男  太 吓人 了 蒙 牛null 这个 小孩 要 逆天 了 肌肉 异常 发达 眼 神气 煞凌人  充满 杀气
__label__negative , 傻逼 sb牛 滚 我 最 讨厌蒙牛 的 高官 没有 一点 为 人民 服务 的 意识 这样 的 民族 企业 不要 也 罢  蒙人 的 牛奶 全民 转发 你 真 猛 牛  以后 拒绝 蒙牛 系列 产品
__label__negative , 蒙牛 自称 是 中国 男篮 指定 奶制品 结果 中国 男篮 此次 奥运会 以 零 蛋  几乎 历史 最 差 成绩 耻辱 出局 说明 喝 了 蒙牛 就 打 不好 篮球 了 还是 继续 喝 我 的 三元 吧
__label__negative , 王 小山 这 傻 逼 天天 在 微薄 宣传 蒙牛 有毒 大力 抵制 蒙牛 这 傻 逼 就 是 毒 奶粉 的 帮 凶  微博 成 了 帮凶 了  神洗 地 丧 尽天良 的 罪犯 哪里 都 会 有  使 之 伏法 才 是 正道  博主 请 解释 一下 美国 校园 枪击案 吧 难道 也 是 微博 转发 逼迫 罪犯 的 吗 
__label__negative , 刚刚 喝 蒙 牛冠益 乳 喝 到 个不明 物  把 窝 恶心 惨 了 窝 再 也 不喝 蒙牛 了 再 也 不喝  了
__label__negative , 我 也 很 不理解 蒙牛 天天 毒害 你 你 还 天天 买 蒙牛 产品 你 想 自杀 啊 还是 有 受 虐 倾向 啊 
__label__negative , 国人 愚昧 中 粮 牛叉 蒙牛 业绩 下滑 为何 怪 负面 报道
__label__negative , 所以 我 都 不喝 蒙牛 一直 不喜欢 蒙牛
__label__negative , 国外 基本 不查 是 因为 他们 不喝 蒙牛
__label__negative , 希望 不要 被 蒙牛 的 毒奶 毒害 别人 的 品牌
__label__negative , 卧  卧槽 被 蒙牛 客服 盯 上 了 好 害怕
__label__negative , 坚持 不喝 蒙 牛伊利 之 流 很 久 我 都 坚持 不买 蒙牛 快  了  啥 时候 倒闭 啊  已经 不买 蒙牛 好几 个 月 了 坚持 到 丫 倒闭
__label__negative , 不喜欢 蒙牛 总 有 怪怪 的  油 漆笔 味道
__label__negative , 再 也 不喝 蒙牛 的 了 谁 敢 喝  蒙牛 为什么 还 在 销售 为什么 还有 人 买 啊 抵制 蒙牛 抵制 蠢货 这 比 抵制 日货 更为 紧迫 多 了
__label__negative , 蒙牛 呢 这 也 算 重罚 太 贵 穿 不起
__label__negative , 确实 在 固执 地 送 蒙牛 拿 顾客 不当人 啊
__label__negative , 心情 不好  想 不开  就 喝 蒙牛 吧
__label__negative , 最 恨 的 就 是 你 这种 坏 了 一 锅 粥 的  蒙牛
__label__negative , 不管 你 信 不信 反正 蒙牛 自己 都 不信 
__label__negative , 拒绝 蒙牛 以后 再 也 不买 蒙牛 的 产品 了
__label__negative , 好 恶心 好 恶心 蒙牛 你 想 干 嘛
__label__negative , 蒙牛 回收 篡改奶 何不 重罚 以 儆效 尤 
__label__negative , 蒙牛 伊利 没毛 病  喝 的 人才 有 毛 病 
__label__negative , 这 就 叫 破 罐 破 摔 蒙牛 到底 行 不行 不行 就 关门 吧
__label__negative , 对 蒙牛 和 部分 国产 牛奶 厂家 很 无语
__label__negative , 换 包装 也 很 难 切割 吧 又 是 蒙牛
__label__negative , 一直 不喝 蒙牛 嘴巴 就 能 尝 出来 的 低质
__label__negative , 蒙 牛奶 生产 日期 被 篡改 不喝 蒙牛 的
__label__negative , 买 蒙牛 属于 自杀 其他 品牌 顶 多 算误 杀
__label__negative , 我 呸 他 的 蒙牛 脑 缠  以后 我 不买 蒙牛 了
__label__negative , 日货 就 因为 是 日本 的 牌子 你 就 抵制 吗 你 怎么 不去 抵制 蒙牛 愤青 的 脑子 用 什么 衡量
__label__negative , 顶起 我 早就 开始 要求 身边 朋友 亲戚 都 不要 买 蒙牛 伊利 了  人 人 用 脚 投票 这种 无良企业 就 无法 生存 珍爱 生命 远离 蒙牛
__label__negative , 你 妈逼 监管部门 都 死绝 了 吗 可怕 以后 别 吃 蒙 牛制品 了 自打 三 聚 事故 后 蒙牛 伊利 就 被 我 和 家人 封杀 了 抵制 蒙牛 一切 产品 这个 企业 已经 烂 透 了
__label__negative , 蒙牛 优益 c 还 在 保质期 内 就 坏 了 瓶 全 扔 了  蒙牛 你 也 太 垃圾 了 吧 我们 家 牛奶 已经 不喝 蒙牛 的 了  想 想乳酸菌 不会 在 那么 次 了 吧 结果 太 失望 了 蒙牛
